Titel	Werktitel	Verfasser	Verlag	Verlagsort	Erscheinungsjahr	Erscheinungstermin	ISBN	Auflage	Preis	Seiten	Maß	Begleitmaterial	Reihe	Fußnote	Parallele Ausgabe	Hochschulschriftenvermerk	Datenträger	Wochenverzeichnisnummer	DDC-Sachgruppe	Schlagworte	Vollständige DDC-Notation	Inhaltsverzeichnis	Inhaltstext	Links	Desiderat
Die Schatten der Anderen	-	-	Fahnauer Verlag	Dresden	2021	-	9783941436473; 3941436473	1. Auflage	(Broschur : EUR 14.90 (DE), EUR 15.40 (AT))	334 Seiten	19 cm, 340 g	-	-	-	-	-	Band	22,A01; 21,N24	860; B	-	-	-	-	-	-
Der fabelhafte Buchladen des Mr. Livingstone : Roman	La Librería del Señor Livingstone	Mónica Gutiérrez Artero ; aus dem Spanischen übersetzt von Petra Zickmann	Thiele Verlag	Wien	2021	-	9783851794847; 3851794842	-	(Festeinband : EUR 20.00 (DE), EUR 20.60 (AT), CHF 26.90 (freier Preis))	301 Seiten	19 cm	-	-	-	-	-	Band	22,A01; 21,N14	860; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=e60d6a440e58447b98e3a1acb2903d59&prov=M&dok_var=1&dok_ext=htm	-	-
Sonhos azuis pelas esquinas : zweisprachig Portugiesisch - Deutsch	Sonhos azuis pelas esquinas	Ondjaki ; aus dem Portugiesischen von Michael Kegler	Verlag TFM - Teo Ferrer de Mesquita	Frankfurt am Main	2021	-	9783939455165; 3939455164	-	(Broschur : EUR 18.00 (DE), EUR 18.50 (AT))	187 Seiten	21 cm	-	-	-	-	-	Band	22,A01; 21,N05	860; B	-	-	https://d-nb.info/1225813050/04	-	-	-
Ancient memory : remembrance and commemoration in Graeco-roman literature	-	edited by Katharine Mawford and Eleni Ntanou ; Annual Meeting of Postgraduates in Ancient Literature	De Gruyter	Berlin	2021	-	9783110728712; 3110728710	-	(Festeinband : EUR 109.95 (DE) (freier Preis), EUR 109.95 (AT) (freier Preis))	VIII, 320 Seiten	24 cm, 600 g	-	Trends in classics ; volume 119. [...], Supplementary volumes	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N14	880; 870	Griechisch; Latein; Literatur; Kollektives Gedächtnis; Gedächtnis	880.09	https://d-nb.info/1230567054/04	-	-	-
Kolumbus-Epik : die Inszenierung eines Helden in französischen und neulateinischen Texten ab 1750	-	Gerd Johann König	De Gruyter	Berlin	2021	-	9783110737370; 311073737X	-	(Festeinband : EUR 119.95 (DE), EUR 119.95 (AT))	XI, 609 Seiten	24 cm, 1028 g	-	Mimesis ; Band 89	-	Erscheint auch als: Online-Ausgabe	Dissertation; Freie Universität Berlin	Band	22,A01; 22,H01; 21,N06	840; 870	Colombo, Cristoforo; Französisch; Neulatein; Epos	841.0320935109033	https://d-nb.info/1226451527/04	-	-	-
Prudentius, Psychomachia : Einleitung, Text, Übersetzung und Kommentar	-	von Magnus Frisch	De Gruyter	Berlin	2020	-	9783110628432; 3110628430	-	(Festeinband : EUR 129.95 (DE), EUR 129.95 (AT))	X, 519 Seiten	24 cm, 908 g	-	Texte und Kommentare ; Band 62	-	Erscheint auch alsOnline-Ausgabe; Erscheint auch als: Online-Ausgabe; Erscheint auch als	Dissertation; Phillips-Universität Marburg2015/2016	Band	22,A01; 22,H01; 18,N36	870	Prudentius Clemens, Aurelius	873.01	https://d-nb.info/1165802392/04	-	-	-
Ancient memory : remembrance and commemoration in Graeco-roman literature	-	edited by Katharine Mawford and Eleni Ntanou ; Annual Meeting of Postgraduates in Ancient Literature	De Gruyter	Berlin	2021	-	9783110728712; 3110728710	-	(Festeinband : EUR 109.95 (DE) (freier Preis), EUR 109.95 (AT) (freier Preis))	VIII, 320 Seiten	24 cm, 600 g	-	Trends in classics ; volume 119. [...], Supplementary volumes	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N14	880; 870	Griechisch; Latein; Literatur; Kollektives Gedächtnis; Gedächtnis	880.09	https://d-nb.info/1230567054/04	-	-	-
Gorgias' Lobrede auf Helena : literaturgeschichtliche Untersuchungen und Kommentar	-	Jonas Schollmeyer	De Gruyter	Berlin	2021	-	9783110643909; 3110643901	-	(Festeinband : EUR 129.95 (DE), EUR 129.95 (AT))	IX, 393 Seiten	24 cm, 710 g	-	Untersuchungen zur antiken Literatur und Geschichte ; Band 143	-	Erscheint auch als: Online-Ausgabe	Dissertation; Universität Leipzig2019	Band	22,A01; 22,H01; 19,N25	800; 880	Gorgias	808.0481	https://d-nb.info/118852898X/04	-	-	-
Glück allein : ausgewählte Kurzgeschichten	-	Behçet Çelik ; aus dem Türkischen von Christel Schütte	Verlag auf dem Ruffel	Engelschoff	2021	-	9783933847362; 3933847362	Erste Auflage, deutsche Originalausgabe	(Festeinband : EUR 19.80 (DE), EUR 20.40 (AT))	226 Seiten	22 cm	-	-	-	-	-	Band	22,A01; 16,N23	890; B	-	-	https://d-nb.info/1102172324/04	-	-	-
Kallfv pewma mew ka wezapewmamu	-	Elicura Chihuailaf ; aus dem Mapudungun ins chilenische Spanisch von Elicura Chihuailaf ; hg. und aus dem chilenischen Spanisch von Juana und Tobias Burghardt	Edition Delta	Stuttgart	2021	-	9783927648807; 3927648809	-	(Broschur : EUR 17.50 (DE), EUR 18.50 (AT))	129 Seiten	16 x 21 cm, 215 g	-	-	-	-	-	Band	22,A01; 21,N44	890; B	-	-	https://d-nb.info/1244427489/04	-	-	-
Was wir verschweigen	Verivelka	Arttu Tuominen ; gelesen von Wolfram Koch ; aus dem Finnischen übersetzt von Anke Michler-Janhunen	Lübbe Audio	Köln	2021	-	9783785784082; 3785784082	Ungekürzt	EUR 14.95 (DE), EUR 16.00 (DE) (freier Preis), EUR 16.50 (AT) (freier Preis), CHF 22.50 (freier Preis)	2 CDs	-	-	-	-	Erscheint auch als: Druck-Ausgabe; Erscheint auch als: Online-Ausgabe; Erscheint auch als	-	Audiodisk	22,A01; 21,N39	890; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=bcb0e525e50f4713b430a49b8ff01177&prov=M&dok_var=1&dok_ext=htm	-	-
Im Dienst der Wissenschaft und der georgischen Nation - Akaki Schanidse	-	Heinz Fähnrich	Shaker Verlag	Düren	2021	-	9783844081152; 3844081151	-	(Broschur : EUR 26.80 (DE), EUR 26.80 (AT), CHF 33.60 (freier Preis))	111 Seiten	21 cm, 161 g	-	Kaukasien-Reihe	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N25	490; 890	Šanije, Akaki	499.96092	https://d-nb.info/123576818X/04	-	-	-
Shared margins : an ethnography with writers in Alexandria after the revolution	-	Samuli Schielke and Mukhtar Saad Shehata	De Gruyter	[Berlin]	2021	-	9783110726770; 3110726777	-	(Festeinband : EUR 69.95 (DE) (freier Preis), EUR 69.95 (AT) (freier Preis))	xv, 272 Seiten	24 cm, 546 g	-	ZMO-Studien ; Band 41	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N14	890; 300	Schriftsteller; Literarisches Leben	892.7099621	https://d-nb.info/1230567658/04	-	-	-
Sovremennaja russkojazyčnaja poėzija v kontekste anarchistskoj filosofii	-	Michail Martynov	Peter Lang	Berlin; Bern; Wien	2021	-	9783631856123; 3631856121	-	(Broschur : EUR 34.95 (DE), EUR 35.90 (AT), CHF 41.00 (freier Preis))	141 Seiten	22 cm, 195 g	-	Neuere Lyrik ; Band 11	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N32	891.8	Russisch; Lyrik; Avantgardeliteratur; Anarchismus	891.70911	https://d-nb.info/1238092705/04	http://deposit.dnb.de/cgi-bin/dokserv?id=4eb9f0070bc1438591dcc2e6aae4fd12&prov=M&dok_var=1&dok_ext=htm	-	-
Der Großinquisitor : eine Phantasie	Brat'ja Karamazovy	Fjodor Dostojewskij ; übersetzt von Hermann Röhl ; Nachwort und Anmerkungen von Ulrich Schmid	Reclam	Ditzingen	2021	-	9783150141816; 3150141818	-	(Broschur : EUR 3.60 (DE), EUR 3.70 (AT))	67 Seiten	15 cm	-	Reclams Universal-Bibliothek ; Nr.  14181	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N25	891.8; B	-	-	https://d-nb.info/1235544907/04	http://deposit.dnb.de/cgi-bin/dokserv?id=ed83a670160f4563b4b8c44433792d4b&prov=M&dok_var=1&dok_ext=htm	-	-
Das Königreich Noricum : der weiße Panther	-	Janez Janša ; Übersetzung: Magdalena Klemenšek	Hermagoras	Klagenfurt	2021	-	9783708611778	-	(Festeinband)	419 Seiten	24 cm, 740 g	-	-	-	-	-	Band	22,A01; 21,N20	891.8; B	-	-	https://d-nb.info/1233373560/04	-	-	-
Insomnia : Nachtgedanken	-	Ivo Andric ; herausgegeben, aus dem Serbischen übersetzt und mit einem Nachwort von Michael Martens	Paul Zsolnay Verlag	Wien	2021	-	9783552059733; 3552059733	2. Auflage	(Festeinband : circa EUR 20.00 (DE), circa EUR 20.60 (AT))	185 Seiten	19 cm, 248 g	-	-	-	-	-	Band	22,A01; 20,N15	891.8; B	-	-	https://d-nb.info/1207487406/04	-	-	-
Transfer - Kultur - Akteur : Festchrift für Dirk Kemper	-	Rossijskij gosudarstvennyj gumanitarnyj universitet	Rossijskij gosudarstvennyj gumanitarnyj universitet	Moskva	2019	-	9785728123286	Naučnoe izdanie	(Broschur)	520 Seiten	21 cm	-	-	-	-	-	Band	22,A01	830; 891.8	Deutsch; Russisch; Literatur; Literaturbeziehungen; Kulturbeziehungen	830.9	https://d-nb.info/1207293717/04	-	-	-
